,1.18_filename,BTW_filename,1.18_filepath,BTW_filepath,delete
236,egg,egg,1.18/assets/minecraft/textures/item/egg.png,BTW/textures/items/egg.png,
237,bucket,bucket,1.18/assets/minecraft/textures/item/bucket.png,BTW/textures/items/bucket.png,
238,dark_oak_door,decoItemDoorCherry,1.18/assets/minecraft/textures/item/dark_oak_door.png,BTW/textures/items/decoItemDoorCherry.png,
239,gray_dye,decoItemDye_gray,1.18/assets/minecraft/textures/item/gray_dye.png,BTW/textures/items/decoItemDye_gray.png,
240,gray_dye,dyePowder_gray,1.18/assets/minecraft/textures/item/gray_dye.png,BTW/textures/items/dyePowder_gray.png,
241,pink_dye,decoItemDye_pink,1.18/assets/minecraft/textures/item/pink_dye.png,BTW/textures/items/decoItemDye_pink.png,
242,pink_dye,dyePowder_pink,1.18/assets/minecraft/textures/item/pink_dye.png,BTW/textures/items/dyePowder_pink.png,
243,iron_leggings,leggingsIron,1.18/assets/minecraft/textures/item/iron_leggings.png,BTW/textures/items/leggingsIron.png,
244,birch_sign,decoItemSignBirch,1.18/assets/minecraft/textures/item/birch_sign.png,BTW/textures/items/decoItemSignBirch.png,
245,blue_dye,decoItemDye_blue,1.18/assets/minecraft/textures/item/blue_dye.png,BTW/textures/items/decoItemDye_blue.png,
246,empty_armor_slot_boots,slot_empty_boots,1.18/assets/minecraft/textures/item/empty_armor_slot_boots.png,BTW/textures/items/slot_empty_boots.png,
247,magenta_dye,decoItemDye_magenta,1.18/assets/minecraft/textures/item/magenta_dye.png,BTW/textures/items/decoItemDye_magenta.png,
248,magenta_dye,dyePowder_magenta,1.18/assets/minecraft/textures/item/magenta_dye.png,BTW/textures/items/dyePowder_magenta.png,
249,orange_dye,dyePowder_orange,1.18/assets/minecraft/textures/item/orange_dye.png,BTW/textures/items/dyePowder_orange.png,
250,fishing_rod_cast,fishingRod_empty,1.18/assets/minecraft/textures/item/fishing_rod_cast.png,BTW/textures/items/fishingRod_empty.png,
251,glass_bottle,glassBottle,1.18/assets/minecraft/textures/item/glass_bottle.png,BTW/textures/items/glassBottle.png,
252,music_disc_chirp,record_chirp,1.18/assets/minecraft/textures/item/music_disc_chirp.png,BTW/textures/items/record_chirp.png,
253,nether_brick,netherbrick,1.18/assets/minecraft/textures/item/nether_brick.png,BTW/textures/items/netherbrick.png,
254,furnace_minecart,minecartFurnace,1.18/assets/minecraft/textures/item/furnace_minecart.png,BTW/textures/items/minecartFurnace.png,
255,diamond_helmet,helmetDiamond,1.18/assets/minecraft/textures/item/diamond_helmet.png,BTW/textures/items/helmetDiamond.png,
256,redstone,redstone,1.18/assets/minecraft/textures/item/redstone.png,BTW/textures/items/redstone.png,
257,brick,brick,1.18/assets/minecraft/textures/item/brick.png,BTW/textures/items/brick.png,
258,options_background,background,1.18/assets/minecraft/textures/gui/options_background.png,BTW/gui/background.png,
259,demo_background,demo_bg,1.18/assets/minecraft/textures/gui/demo_background.png,BTW/gui/demo_bg.png,
260,tabs,allitems,1.18/assets/minecraft/textures/gui/container/creative_inventory/tabs.png,BTW/gui/allitems.png,
261,stone,stone,1.18/assets/minecraft/textures/block/stone.png,BTW/textures/blocks/stone.png,
262,dispenser,trap,1.18/assets/minecraft/textures/gui/container/dispenser.png,BTW/gui/trap.png,
263,furnace,furnace,1.18/assets/minecraft/textures/gui/container/furnace.png,BTW/gui/furnace.png,
264,anvil,fcBlockSpikeIron,1.18/assets/minecraft/textures/block/anvil.png,BTW/textures/blocks/fcBlockSpikeIron.png,
265,anvil,anvil_base,1.18/assets/minecraft/textures/block/anvil.png,BTW/textures/blocks/anvil_base.png,
266,anvil,fcBlockLightningRodOld,1.18/assets/minecraft/textures/block/anvil.png,BTW/textures/blocks/fcBlockLightningRodOld.png,
267,generic_54,container,1.18/assets/minecraft/textures/gui/container/generic_54.png,BTW/gui/container.png,
268,tab_items,list_items,1.18/assets/minecraft/textures/gui/container/creative_inventory/tab_items.png,BTW/gui/creative_inv/list_items.png,
269,tab_item_search,search,1.18/assets/minecraft/textures/gui/container/creative_inventory/tab_item_search.png,BTW/gui/creative_inv/search.png,
270,clouds,clouds,1.18/assets/minecraft/textures/environment/clouds.png,BTW/environment/clouds.png,
271,end_sky,tunnel,1.18/assets/minecraft/textures/environment/end_sky.png,BTW/misc/tunnel.png,
272,snow,fcBlockSnowSolid,1.18/assets/minecraft/textures/block/snow.png,BTW/textures/blocks/fcBlockSnowSolid.png,
273,snow,fcBlockSnowLooseSlab,1.18/assets/minecraft/textures/block/snow.png,BTW/textures/blocks/fcBlockSnowLooseSlab.png,
274,snow,fcBlockSnowSolidSlab,1.18/assets/minecraft/textures/block/snow.png,BTW/textures/blocks/fcBlockSnowSolidSlab.png,
275,snow,fcBlockSnowLoose,1.18/assets/minecraft/textures/block/snow.png,BTW/textures/blocks/fcBlockSnowLoose.png,
276,sun,sun,1.18/assets/minecraft/textures/environment/sun.png,BTW/environment/sun.png,
277,moon_phases,moon_phases,1.18/assets/minecraft/textures/environment/moon_phases.png,BTW/environment/moon_phases.png,
278,rain,rain,1.18/assets/minecraft/textures/environment/rain.png,BTW/environment/rain.png,
279,foliage,foliagecolor,1.18/assets/minecraft/textures/colormap/foliage.png,BTW/misc/foliagecolor.png,
280,footprint,footprint,1.18/assets/minecraft/textures/particle/footprint.png,BTW/misc/footprint.png,
281,lime_stained_glass,decoBlockStainedGlass_lime,1.18/assets/minecraft/textures/block/lime_stained_glass.png,BTW/textures/blocks/decoBlockStainedGlass_lime.png,
282,green_stained_glass,decoBlockStainedGlass_green,1.18/assets/minecraft/textures/block/green_stained_glass.png,BTW/textures/blocks/decoBlockStainedGlass_green.png,
283,destroy_stage_8,destroy_8,1.18/assets/minecraft/textures/block/destroy_stage_8.png,BTW/textures/blocks/destroy_8.png,
284,magenta_concrete,decoBlockConcreteColumn_magenta,1.18/assets/minecraft/textures/block/magenta_concrete.png,BTW/textures/blocks/decoBlockConcreteColumn_magenta.png,
285,magenta_concrete,decoBlockConcrete_magenta,1.18/assets/minecraft/textures/block/magenta_concrete.png,BTW/textures/blocks/decoBlockConcrete_magenta.png,
286,stripped_spruce_log,decoBlockStrippedSpruce_side,1.18/assets/minecraft/textures/block/stripped_spruce_log.png,BTW/textures/blocks/decoBlockStrippedSpruce_side.png,
287,potatoes_stage2,potatoes_2,1.18/assets/minecraft/textures/block/potatoes_stage2.png,BTW/textures/blocks/potatoes_2.png,
288,potatoes_stage2,carrots_2,1.18/assets/minecraft/textures/block/potatoes_stage2.png,BTW/textures/blocks/carrots_2.png,
289,iron_bars,fenceIron,1.18/assets/minecraft/textures/block/iron_bars.png,BTW/textures/blocks/fenceIron.png,
290,rail_corner,rail_turn,1.18/assets/minecraft/textures/block/rail_corner.png,BTW/textures/blocks/rail_turn.png,
291,oak_sapling,sapling,1.18/assets/minecraft/textures/block/oak_sapling.png,BTW/textures/blocks/sapling.png,
292,brown_terracotta,decoBlockTerracottaStained_brown,1.18/assets/minecraft/textures/block/brown_terracotta.png,BTW/textures/blocks/decoBlockTerracottaStained_brown.png,
293,crafting_table_top,workbench_top,1.18/assets/minecraft/textures/block/crafting_table_top.png,BTW/textures/blocks/workbench_top.png,
294,purple_glazed_terracotta,decoBlockGlazedTerracotta_purple_0,1.18/assets/minecraft/textures/block/purple_glazed_terracotta.png,BTW/textures/blocks/decoBlockGlazedTerracotta_purple_0.png,
295,oxeye_daisy,decoBlockFlower_11,1.18/assets/minecraft/textures/block/oxeye_daisy.png,BTW/textures/blocks/decoBlockFlower_11.png,
296,chiseled_quartz_block,quartzblock_chiseled,1.18/assets/minecraft/textures/block/chiseled_quartz_block.png,BTW/textures/blocks/quartzblock_chiseled.png,
297,cake_top,cake_top,1.18/assets/minecraft/textures/block/cake_top.png,BTW/textures/blocks/cake_top.png,
298,blue_concrete,decoBlockConcrete_blue,1.18/assets/minecraft/textures/block/blue_concrete.png,BTW/textures/blocks/decoBlockConcrete_blue.png,
299,blue_concrete,decoBlockConcreteColumn_blue,1.18/assets/minecraft/textures/block/blue_concrete.png,BTW/textures/blocks/decoBlockConcreteColumn_blue.png,
300,melon_top,melon_top,1.18/assets/minecraft/textures/block/melon_top.png,BTW/textures/blocks/melon_top.png,
301,smooth_stone,stoneslab_top,1.18/assets/minecraft/textures/block/smooth_stone.png,BTW/textures/blocks/stoneslab_top.png,
302,smooth_stone,decoBlockPolishedStone,1.18/assets/minecraft/textures/block/smooth_stone.png,BTW/textures/blocks/decoBlockPolishedStone.png,
303,pumpkin_top,pumpkin_top,1.18/assets/minecraft/textures/block/pumpkin_top.png,BTW/textures/blocks/pumpkin_top.png,
304,red_sandstone_top,decoBlockRedSandstone_top,1.18/assets/minecraft/textures/block/red_sandstone_top.png,BTW/textures/blocks/decoBlockRedSandstone_top.png,
305,pink_stained_glass,decoBlockStainedGlass_pink,1.18/assets/minecraft/textures/block/pink_stained_glass.png,BTW/textures/blocks/decoBlockStainedGlass_pink.png,
306,cake_side,cake_side,1.18/assets/minecraft/textures/block/cake_side.png,BTW/textures/blocks/cake_side.png,
307,birch_trapdoor,decoBlockTrapdoorBirch,1.18/assets/minecraft/textures/block/birch_trapdoor.png,BTW/textures/blocks/decoBlockTrapdoorBirch.png,
308,potatoes_stage3,potatoes_3,1.18/assets/minecraft/textures/block/potatoes_stage3.png,BTW/textures/blocks/potatoes_3.png,
309,cyan_concrete,decoBlockConcrete_cyan,1.18/assets/minecraft/textures/block/cyan_concrete.png,BTW/textures/blocks/decoBlockConcrete_cyan.png,
310,cyan_concrete,decoBlockConcreteColumn_cyan,1.18/assets/minecraft/textures/block/cyan_concrete.png,BTW/textures/blocks/decoBlockConcreteColumn_cyan.png,
311,destroy_stage_9,fcOverlaySnowLoose_0,1.18/assets/minecraft/textures/block/destroy_stage_9.png,BTW/textures/blocks/fcOverlaySnowLoose_0.png,
312,destroy_stage_9,decoOverlaySlateRough_7,1.18/assets/minecraft/textures/block/destroy_stage_9.png,BTW/textures/blocks/decoOverlaySlateRough_7.png,
313,destroy_stage_9,fcOverlayUnfiredBrick_7,1.18/assets/minecraft/textures/block/destroy_stage_9.png,BTW/textures/blocks/fcOverlayUnfiredBrick_7.png,
314,destroy_stage_9,destroy_9,1.18/assets/minecraft/textures/block/destroy_stage_9.png,BTW/textures/blocks/destroy_9.png,
315,destroy_stage_9,fcOverlayStoneRough_7,1.18/assets/minecraft/textures/block/destroy_stage_9.png,BTW/textures/blocks/fcOverlayStoneRough_7.png,
316,destroy_stage_9,fcOverlayCook_7,1.18/assets/minecraft/textures/block/destroy_stage_9.png,BTW/textures/blocks/fcOverlayCook_7.png,
317,smooth_stone_slab_side,stoneslab_side,1.18/assets/minecraft/textures/block/smooth_stone_slab_side.png,BTW/textures/blocks/stoneslab_side.png,
318,sandstone,fcBlockDecorativeSandstone_side,1.18/assets/minecraft/textures/block/sandstone.png,BTW/textures/blocks/fcBlockDecorativeSandstone_side.png,
319,sandstone,sandstone_side,1.18/assets/minecraft/textures/block/sandstone.png,BTW/textures/blocks/sandstone_side.png,
320,brown_concrete_powder,decoBlockConcretePowder_brown,1.18/assets/minecraft/textures/block/brown_concrete_powder.png,BTW/textures/blocks/decoBlockConcretePowder_brown.png,
321,potatoes_stage1,potatoes_1,1.18/assets/minecraft/textures/block/potatoes_stage1.png,BTW/textures/blocks/potatoes_1.png,
322,potatoes_stage1,carrots_1,1.18/assets/minecraft/textures/block/potatoes_stage1.png,BTW/textures/blocks/carrots_1.png,
323,light_gray_concrete_powder,decoBlockConcretePowder_lightGray,1.18/assets/minecraft/textures/block/light_gray_concrete_powder.png,BTW/textures/blocks/decoBlockConcretePowder_lightGray.png,
324,stripped_acacia_log_top,decoBlockStrippedAcacia_top,1.18/assets/minecraft/textures/block/stripped_acacia_log_top.png,BTW/textures/blocks/decoBlockStrippedAcacia_top.png,
325,pumpkin_side,pumpkin_side,1.18/assets/minecraft/textures/block/pumpkin_side.png,BTW/textures/blocks/pumpkin_side.png,
326,fern,fern,1.18/assets/minecraft/textures/block/fern.png,BTW/textures/blocks/fern.png,
327,mycelium_side,fcBlockMyceliumSlab_side,1.18/assets/minecraft/textures/block/mycelium_side.png,BTW/textures/blocks/fcBlockMyceliumSlab_side.png,
328,mycelium_side,mycel_side,1.18/assets/minecraft/textures/block/mycelium_side.png,BTW/textures/blocks/mycel_side.png,
329,bedrock,bedrock,1.18/assets/minecraft/textures/block/bedrock.png,BTW/textures/blocks/bedrock.png,
330,lime_glazed_terracotta,decoBlockGlazedTerracotta_lime_0,1.18/assets/minecraft/textures/block/lime_glazed_terracotta.png,BTW/textures/blocks/decoBlockGlazedTerracotta_lime_0.png,
331,quartz_pillar_top,quartzblock_lines_top,1.18/assets/minecraft/textures/block/quartz_pillar_top.png,BTW/textures/blocks/quartzblock_lines_top.png,
332,brown_mushroom,mushroom_brown,1.18/assets/minecraft/textures/block/brown_mushroom.png,BTW/textures/blocks/mushroom_brown.png,
333,potatoes_stage0,carrots_0,1.18/assets/minecraft/textures/block/potatoes_stage0.png,BTW/textures/blocks/carrots_0.png,
334,potatoes_stage0,potatoes_0,1.18/assets/minecraft/textures/block/potatoes_stage0.png,BTW/textures/blocks/potatoes_0.png,
335,stripped_birch_log,decoBlockStrippedBirch_side,1.18/assets/minecraft/textures/block/stripped_birch_log.png,BTW/textures/blocks/decoBlockStrippedBirch_side.png,
336,white_wool,decoBlockCarpet_white,1.18/assets/minecraft/textures/block/white_wool.png,BTW/textures/blocks/decoBlockCarpet_white.png,
337,acacia_leaves,leaves,1.18/assets/minecraft/textures/block/acacia_leaves.png,BTW/textures/blocks/leaves.png,
338,green_terracotta,decoBlockTerracottaStained_green,1.18/assets/minecraft/textures/block/green_terracotta.png,BTW/textures/blocks/decoBlockTerracottaStained_green.png,
339,jungle_log,tree_jungle,1.18/assets/minecraft/textures/block/jungle_log.png,BTW/textures/blocks/tree_jungle.png,
340,jungle_log,fcItemBarkJungle,1.18/assets/minecraft/textures/block/jungle_log.png,BTW/textures/items/fcItemBarkJungle.png,
341,magenta_concrete_powder,decoBlockConcretePowder_magenta,1.18/assets/minecraft/textures/block/magenta_concrete_powder.png,BTW/textures/blocks/decoBlockConcretePowder_magenta.png,
342,clay,fcBlockUnfiredBrick,1.18/assets/minecraft/textures/block/clay.png,BTW/textures/blocks/fcBlockUnfiredBrick.png,
343,clay,fcBlockUnfiredClay,1.18/assets/minecraft/textures/block/clay.png,BTW/textures/blocks/fcBlockUnfiredClay.png,
344,clay,fcBlockUnfiredPottery,1.18/assets/minecraft/textures/block/clay.png,BTW/textures/blocks/fcBlockUnfiredPottery.png,
345,frosted_ice_0,ice,1.18/assets/minecraft/textures/block/frosted_ice_0.png,BTW/textures/blocks/ice.png,
346,cactus_side,cactus_side,1.18/assets/minecraft/textures/block/cactus_side.png,BTW/textures/blocks/cactus_side.png,
347,quartz_block_top,quartzblock_side,1.18/assets/minecraft/textures/block/quartz_block_top.png,BTW/textures/blocks/quartzblock_side.png,
348,quartz_block_top,quartzblock_top,1.18/assets/minecraft/textures/block/quartz_block_top.png,BTW/textures/blocks/quartzblock_top.png,
349,enchanting_table_side,enchantment_side,1.18/assets/minecraft/textures/block/enchanting_table_side.png,BTW/textures/blocks/enchantment_side.png,
350,emerald_block,blockEmerald,1.18/assets/minecraft/textures/block/emerald_block.png,BTW/textures/blocks/blockEmerald.png,
351,cocoa_stage1,cocoa_1,1.18/assets/minecraft/textures/block/cocoa_stage1.png,BTW/textures/blocks/cocoa_1.png,
352,dark_oak_trapdoor,decoBlockTrapdoorCherry,1.18/assets/minecraft/textures/block/dark_oak_trapdoor.png,BTW/textures/blocks/decoBlockTrapdoorCherry.png,
353,lily_pad,waterlily,1.18/assets/minecraft/textures/block/lily_pad.png,BTW/textures/blocks/waterlily.png,
354,cocoa_stage0,cocoa_0,1.18/assets/minecraft/textures/block/cocoa_stage0.png,BTW/textures/blocks/cocoa_0.png,
355,nether_portal,portal,1.18/assets/minecraft/textures/block/nether_portal.png,BTW/textures/blocks/portal.png,
356,obsidian,obsidian,1.18/assets/minecraft/textures/block/obsidian.png,BTW/textures/blocks/obsidian.png,
357,oak_log,tree_side,1.18/assets/minecraft/textures/block/oak_log.png,BTW/textures/blocks/tree_side.png,
358,oak_log,fcItemBarkOak,1.18/assets/minecraft/textures/block/oak_log.png,BTW/textures/items/fcItemBarkOak.png,
359,acacia_planks,decoBlockGateAcacia,1.18/assets/minecraft/textures/block/acacia_planks.png,BTW/textures/blocks/decoBlockGateAcacia.png,
360,acacia_planks,decoBlockChairAcacia,1.18/assets/minecraft/textures/block/acacia_planks.png,BTW/textures/blocks/decoBlockChairAcacia.png,
361,acacia_planks,decoBlockPlanksAcacia,1.18/assets/minecraft/textures/block/acacia_planks.png,BTW/textures/blocks/decoBlockPlanksAcacia.png,
362,daylight_detector_side,daylightDetector_side,1.18/assets/minecraft/textures/block/daylight_detector_side.png,BTW/textures/blocks/daylightDetector_side.png,
363,purple_concrete_powder,decoBlockConcretePowder_purple,1.18/assets/minecraft/textures/block/purple_concrete_powder.png,BTW/textures/blocks/decoBlockConcretePowder_purple.png,
364,acacia_log_top,decoBlockLogAcacia_top,1.18/assets/minecraft/textures/block/acacia_log_top.png,BTW/textures/blocks/decoBlockLogAcacia_top.png,
365,dirt,dirt,1.18/assets/minecraft/textures/block/dirt.png,BTW/textures/blocks/dirt.png,
366,dirt,FCBlockBlightL1_bottom,1.18/assets/minecraft/textures/block/dirt.png,BTW/textures/blocks/FCBlockBlightL1_bottom.png,
367,dirt,fcBlockMyceliumSlab_bottom,1.18/assets/minecraft/textures/block/dirt.png,BTW/textures/blocks/fcBlockMyceliumSlab_bottom.png,
368,dirt,FCBlockBlightL0_bottom,1.18/assets/minecraft/textures/block/dirt.png,BTW/textures/blocks/FCBlockBlightL0_bottom.png,
369,iron_door_bottom,doorIron_lower,1.18/assets/minecraft/textures/block/iron_door_bottom.png,BTW/textures/blocks/doorIron_lower.png,
370,jack_o_lantern,pumpkin_jack,1.18/assets/minecraft/textures/block/jack_o_lantern.png,BTW/textures/blocks/pumpkin_jack.png,
371,furnace_front_on,furnace_front_lit,1.18/assets/minecraft/textures/block/furnace_front_on.png,BTW/textures/blocks/furnace_front_lit.png,
372,gray_concrete_powder,decoBlockConcretePowder_gray,1.18/assets/minecraft/textures/block/gray_concrete_powder.png,BTW/textures/blocks/decoBlockConcretePowder_gray.png,
373,orange_terracotta,decoBlockTerracottaStained_orange,1.18/assets/minecraft/textures/block/orange_terracotta.png,BTW/textures/blocks/decoBlockTerracottaStained_orange.png,
374,fire_0,fire_0,1.18/assets/minecraft/textures/block/fire_0.png,BTW/textures/blocks/fire_0.png,
375,orange_stained_glass,decoBlockStainedGlass_orange,1.18/assets/minecraft/textures/block/orange_stained_glass.png,BTW/textures/blocks/decoBlockStainedGlass_orange.png,
376,tnt_top,tnt_top,1.18/assets/minecraft/textures/block/tnt_top.png,BTW/textures/blocks/tnt_top.png,
377,lily_of_the_valley,decoBlockFlower2_1,1.18/assets/minecraft/textures/block/lily_of_the_valley.png,BTW/textures/blocks/decoBlockFlower2_1.png,
378,farmland,farmland_dry,1.18/assets/minecraft/textures/block/farmland.png,BTW/textures/blocks/farmland_dry.png,
379,quartz_pillar,quartzblock_lines,1.18/assets/minecraft/textures/block/quartz_pillar.png,BTW/textures/blocks/quartzblock_lines.png,
380,dandelion,flower,1.18/assets/minecraft/textures/block/dandelion.png,BTW/textures/blocks/flower.png,
381,cocoa_stage2,cocoa_2,1.18/assets/minecraft/textures/block/cocoa_stage2.png,BTW/textures/blocks/cocoa_2.png,
382,furnace_side,fcBlockDetectorBlock_side,1.18/assets/minecraft/textures/block/furnace_side.png,BTW/textures/blocks/fcBlockDetectorBlock_side.png,
383,furnace_side,furnace_side,1.18/assets/minecraft/textures/block/furnace_side.png,BTW/textures/blocks/furnace_side.png,
384,piston_side,piston_side,1.18/assets/minecraft/textures/block/piston_side.png,BTW/textures/blocks/piston_side.png,
385,fire_1,fire_1,1.18/assets/minecraft/textures/block/fire_1.png,BTW/textures/blocks/fire_1.png,
386,furnace_top,furnace_top,1.18/assets/minecraft/textures/block/furnace_top.png,BTW/textures/blocks/furnace_top.png,
388,furnace_top,fcBlockDetectorBlock_top,1.18/assets/minecraft/textures/block/furnace_top.png,BTW/textures/blocks/fcBlockDetectorBlock_top.png,
390,redstone_ore,oreRedstone,1.18/assets/minecraft/textures/block/redstone_ore.png,BTW/textures/blocks/oreRedstone.png,
391,cactus_top,cactus_top,1.18/assets/minecraft/textures/block/cactus_top.png,BTW/textures/blocks/cactus_top.png,
392,light_blue_wool,decoBlockCarpet_lightBlue,1.18/assets/minecraft/textures/block/light_blue_wool.png,BTW/textures/blocks/decoBlockCarpet_lightBlue.png,
393,wither_rose,decoBlockFlower2_0,1.18/assets/minecraft/textures/block/wither_rose.png,BTW/textures/blocks/decoBlockFlower2_0.png,
394,quartz_block_side,quartzblock_side,1.18/assets/minecraft/textures/block/quartz_block_side.png,BTW/textures/blocks/quartzblock_side.png,
395,quartz_block_side,quartzblock_top,1.18/assets/minecraft/textures/block/quartz_block_side.png,BTW/textures/blocks/quartzblock_top.png,
396,birch_log,tree_birch,1.18/assets/minecraft/textures/block/birch_log.png,BTW/textures/blocks/tree_birch.png,
397,stripped_acacia_log,decoBlockStrippedAcacia_side,1.18/assets/minecraft/textures/block/stripped_acacia_log.png,BTW/textures/blocks/decoBlockStrippedAcacia_side.png,
398,dark_oak_door_top,decoBlockDoorCherry_upper,1.18/assets/minecraft/textures/block/dark_oak_door_top.png,BTW/textures/blocks/decoBlockDoorCherry_upper.png,
399,note_block,musicBlock,1.18/assets/minecraft/textures/block/note_block.png,BTW/textures/blocks/musicBlock.png,
400,cyan_wool,decoBlockCarpet_cyan,1.18/assets/minecraft/textures/block/cyan_wool.png,BTW/textures/blocks/decoBlockCarpet_cyan.png,
401,carrots_stage3,carrots_3,1.18/assets/minecraft/textures/block/carrots_stage3.png,BTW/textures/blocks/carrots_3.png,
402,orange_glazed_terracotta,decoBlockGlazedTerracotta_orange_0,1.18/assets/minecraft/textures/block/orange_glazed_terracotta.png,BTW/textures/blocks/decoBlockGlazedTerracotta_orange_0.png,
403,lapis_ore,oreLapis,1.18/assets/minecraft/textures/block/lapis_ore.png,BTW/textures/blocks/oreLapis.png,
404,cyan_stained_glass,decoBlockStainedGlass_cyan,1.18/assets/minecraft/textures/block/cyan_stained_glass.png,BTW/textures/blocks/decoBlockStainedGlass_cyan.png,
405,coarse_dirt,decoBlockCoarseDirt,1.18/assets/minecraft/textures/block/coarse_dirt.png,BTW/textures/blocks/decoBlockCoarseDirt.png,
406,torch,torch,1.18/assets/minecraft/textures/block/torch.png,BTW/textures/blocks/torch.png,
407,torch,fcBlockTorchFiniteBurning,1.18/assets/minecraft/textures/block/torch.png,BTW/textures/blocks/fcBlockTorchFiniteBurning.png,
408,torch,fcBlockTorchNetherBurning,1.18/assets/minecraft/textures/block/torch.png,BTW/textures/blocks/fcBlockTorchNetherBurning.png,
409,lime_concrete,decoBlockConcreteColumn_lime,1.18/assets/minecraft/textures/block/lime_concrete.png,BTW/textures/blocks/decoBlockConcreteColumn_lime.png,
410,lime_concrete,decoBlockConcrete_lime,1.18/assets/minecraft/textures/block/lime_concrete.png,BTW/textures/blocks/decoBlockConcrete_lime.png,
411,coal_ore,oreCoal,1.18/assets/minecraft/textures/block/coal_ore.png,BTW/textures/blocks/oreCoal.png,
412,cut_sandstone,sandstone_smooth,1.18/assets/minecraft/textures/block/cut_sandstone.png,BTW/textures/blocks/sandstone_smooth.png,
413,pink_tulip,decoBlockTulip_1,1.18/assets/minecraft/textures/block/pink_tulip.png,BTW/textures/blocks/decoBlockTulip_1.png,
414,white_stained_glass,decoBlockStainedGlass_white,1.18/assets/minecraft/textures/block/white_stained_glass.png,BTW/textures/blocks/decoBlockStainedGlass_white.png,
415,brown_concrete,decoBlockConcrete_brown,1.18/assets/minecraft/textures/block/brown_concrete.png,BTW/textures/blocks/decoBlockConcrete_brown.png,
416,brown_concrete,decoBlockConcreteColumn_brown,1.18/assets/minecraft/textures/block/brown_concrete.png,BTW/textures/blocks/decoBlockConcreteColumn_brown.png,
417,carrots_stage2,potatoes_2,1.18/assets/minecraft/textures/block/carrots_stage2.png,BTW/textures/blocks/potatoes_2.png,
418,carrots_stage2,carrots_2,1.18/assets/minecraft/textures/block/carrots_stage2.png,BTW/textures/blocks/carrots_2.png,
419,stripped_dark_oak_log_top,decoBlockStrippedCherry_top,1.18/assets/minecraft/textures/block/stripped_dark_oak_log_top.png,BTW/textures/blocks/decoBlockStrippedCherry_top.png,
420,azure_bluet,decoBlockFlower_10,1.18/assets/minecraft/textures/block/azure_bluet.png,BTW/textures/blocks/decoBlockFlower_10.png,
421,melon_side,melon_side,1.18/assets/minecraft/textures/block/melon_side.png,BTW/textures/blocks/melon_side.png,
422,end_portal_frame_side,endframe_side,1.18/assets/minecraft/textures/block/end_portal_frame_side.png,BTW/textures/blocks/endframe_side.png,
423,white_tulip,decoBlockTulip_3,1.18/assets/minecraft/textures/block/white_tulip.png,BTW/textures/blocks/decoBlockTulip_3.png,
424,yellow_wool,decoBlockCarpet_yellow,1.18/assets/minecraft/textures/block/yellow_wool.png,BTW/textures/blocks/decoBlockCarpet_yellow.png,
425,furnace_front,furnace_front,1.18/assets/minecraft/textures/block/furnace_front.png,BTW/textures/blocks/furnace_front.png,
426,carrots_stage0,carrots_0,1.18/assets/minecraft/textures/block/carrots_stage0.png,BTW/textures/blocks/carrots_0.png,
427,carrots_stage0,potatoes_0,1.18/assets/minecraft/textures/block/carrots_stage0.png,BTW/textures/blocks/potatoes_0.png,
428,light_blue_terracotta,decoBlockTerracottaStained_lightBlue,1.18/assets/minecraft/textures/block/light_blue_terracotta.png,BTW/textures/blocks/decoBlockTerracottaStained_lightBlue.png,
429,end_portal_frame_top,endframe_top,1.18/assets/minecraft/textures/block/end_portal_frame_top.png,BTW/textures/blocks/endframe_top.png,
430,stone_bricks,stonebricksmooth,1.18/assets/minecraft/textures/block/stone_bricks.png,BTW/textures/blocks/stonebricksmooth.png,
431,stone_bricks,fcBlockColumnStoneBrick_side,1.18/assets/minecraft/textures/block/stone_bricks.png,BTW/textures/blocks/fcBlockColumnStoneBrick_side.png,
432,stone_bricks,fcBlockDecorativeStoneBrick,1.18/assets/minecraft/textures/block/stone_bricks.png,BTW/textures/blocks/fcBlockDecorativeStoneBrick.png,
433,lever,lever,1.18/assets/minecraft/textures/block/lever.png,BTW/textures/blocks/lever.png,
434,tnt_side,tnt_side,1.18/assets/minecraft/textures/block/tnt_side.png,BTW/textures/blocks/tnt_side.png,
435,cut_red_sandstone,decoBlockRedSandstoneSmooth,1.18/assets/minecraft/textures/block/cut_red_sandstone.png,BTW/textures/blocks/decoBlockRedSandstoneSmooth.png,
436,gray_concrete,decoBlockConcreteColumn_gray,1.18/assets/minecraft/textures/block/gray_concrete.png,BTW/textures/blocks/decoBlockConcreteColumn_gray.png,
437,gray_concrete,decoBlockConcrete_gray,1.18/assets/minecraft/textures/block/gray_concrete.png,BTW/textures/blocks/decoBlockConcrete_gray.png,
438,carrots_stage1,potatoes_1,1.18/assets/minecraft/textures/block/carrots_stage1.png,BTW/textures/blocks/potatoes_1.png,
439,carrots_stage1,carrots_1,1.18/assets/minecraft/textures/block/carrots_stage1.png,BTW/textures/blocks/carrots_1.png,
440,red_sandstone_bottom,decoBlockRedSandstone_bottom,1.18/assets/minecraft/textures/block/red_sandstone_bottom.png,BTW/textures/blocks/decoBlockRedSandstone_bottom.png,
441,rose_bush_top,decoBlockFlower_14,1.18/assets/minecraft/textures/block/rose_bush_top.png,BTW/textures/blocks/decoBlockFlower_14.png,
